CMD: /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/llamacpp-master/build/bin/llama-server -m /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf --host 127.0.0.1 --port 18144 -ngl 999 -c 8192 -fa on -ctk q8_0 -ctv q8_0 --no-webui --parallel 1 --jinja --fit off --spec-type draft-mtp --spec-draft-n-max 5
0.00.123.026 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.123.116 I srv          init: The UI is disabled
0.00.123.116 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.123.150 W srv  llama_server: -----------------
0.00.123.150 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.123.150 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.123.150 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.123.150 W srv  llama_server: -----------------
0.00.124.333 I srv    load_model: loading model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.01.966.449 I cmn          init: llama threadpool init, n_threads = 8
0.02.024.193 I common_speculative_init_result: creating MTP draft context against the target model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.02.067.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.02.080.404 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.080.434 I srv  llama_server: model loaded
0.02.080.436 I srv  llama_server: listening on http://127.0.0.1:18144
0.02.276.024 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.02.276.061 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.02.542.853 I slot print_timing: id  0 | task 0 | prompt eval time =     201.15 ms /    25 tokens (    8.05 ms per token,   124.28 tokens per second)
0.02.542.857 I slot print_timing: id  0 | task 0 |        eval time =      65.60 ms /     3 tokens (   32.80 ms per token,    30.49 tokens per second)
0.02.542.858 I slot print_timing: id  0 | task 0 |       total time =     266.75 ms /    28 tokens
0.02.542.860 I slot print_timing: id  0 | task 0 |    graphs reused =          1
0.02.542.863 I slot print_timing: id  0 | task 0 | draft acceptance = 0.60000 (    3 accepted /     5 generated), mean len =  4.00
0.02.542.894 I slot      release: id  0 | task 0 | stop processing: n_tokens = 29, truncated = 0
0.02.545.296 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 70950400061
0.02.612.087 I slot launch_slot_: id  0 | task 5 | processing task, is_child = 0
0.02.835.496 I slot print_timing: id  0 | task 5 | prompt eval time =     223.39 ms /    95 tokens (    2.35 ms per token,   425.27 tokens per second)
0.02.835.500 I slot print_timing: id  0 | task 5 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.02.835.500 I slot print_timing: id  0 | task 5 |       total time =     223.39 ms /    96 tokens
0.02.835.501 I slot print_timing: id  0 | task 5 |    graphs reused =          1
0.02.835.524 I slot      release: id  0 | task 5 | stop processing: n_tokens = 95, truncated = 0
0.02.837.545 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.02.837.582 I slot launch_slot_: id  0 | task 9 | processing task, is_child = 0
0.03.059.236 I slot print_timing: id  0 | task 9 | prompt eval time =     221.64 ms /    95 tokens (    2.33 ms per token,   428.62 tokens per second)
