CMD: /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/llamacpp-master/build/bin/llama-server -m /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf --host 127.0.0.1 --port 18138 -ngl 999 -c 8192 -fa on -ctk q8_0 -ctv q8_0 --no-webui --parallel 1 --jinja --fit off --spec-type draft-mtp --spec-draft-n-max 2
0.00.208.942 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.209.029 I srv          init: The UI is disabled
0.00.209.031 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.209.073 W srv  llama_server: -----------------
0.00.209.075 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.209.075 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.209.075 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.209.075 W srv  llama_server: -----------------
0.00.210.286 I srv    load_model: loading model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.28.817.737 I cmn          init: llama threadpool init, n_threads = 8
0.28.899.722 I common_speculative_init_result: creating MTP draft context against the target model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.28.945.525 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.28.972.643 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.28.972.677 I srv  llama_server: model loaded
0.28.972.679 I srv  llama_server: listening on http://127.0.0.1:18138
0.29.357.665 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.29.357.722 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.29.698.526 I slot print_timing: id  0 | task 0 | prompt eval time =     289.03 ms /    25 tokens (   11.56 ms per token,    86.50 tokens per second)
0.29.698.530 I slot print_timing: id  0 | task 0 |        eval time =      51.74 ms /     3 tokens (   25.87 ms per token,    38.65 tokens per second)
0.29.698.530 I slot print_timing: id  0 | task 0 |       total time =     340.77 ms /    28 tokens
0.29.698.532 I slot print_timing: id  0 | task 0 |    graphs reused =          1
0.29.698.534 I slot print_timing: id  0 | task 0 | draft acceptance = 1.00000 (    2 accepted /     2 generated), mean len =  3.00
0.29.699.178 I slot      release: id  0 | task 0 | stop processing: n_tokens = 28, truncated = 0
0.29.705.059 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 626891497813
0.29.849.869 I slot launch_slot_: id  0 | task 5 | processing task, is_child = 0
0.30.156.351 I slot print_timing: id  0 | task 5 | prompt eval time =     306.46 ms /    95 tokens (    3.23 ms per token,   309.99 tokens per second)
0.30.156.355 I slot print_timing: id  0 | task 5 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.30.156.355 I slot print_timing: id  0 | task 5 |       total time =     306.46 ms /    96 tokens
0.30.156.356 I slot print_timing: id  0 | task 5 |    graphs reused =          1
0.30.156.380 I slot      release: id  0 | task 5 | stop processing: n_tokens = 95, truncated = 0
0.30.158.299 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.30.158.330 I slot launch_slot_: id  0 | task 9 | processing task, is_child = 0
0.30.425.360 I slot print_timing: id  0 | task 9 | prompt eval time =     267.02 ms /    95 tokens (    2.81 ms per token,   355.78 tokens per second)
0.30.425.364 I slot print_timing: id  0 | task 9 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.30.425.365 I slot print_timing: id  0 | task 9 |       total time =     267.02 ms /    96 tokens
0.30.425.365 I slot print_timing: id  0 | task 9 |    graphs reused =          1
0.30.425.391 I slot      release: id  0 | task 9 | stop processing: n_tokens = 95, truncated = 0
0.30.427.576 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.30.427.632 I slot launch_slot_: id  0 | task 13 | processing task, is_child = 0
0.30.691.907 I slot print_timing: id  0 | task 13 | prompt eval time =     264.26 ms /    95 tokens (    2.78 ms per token,   359.49 tokens per second)
0.30.691.911 I slot print_timing: id  0 | task 13 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.30.691.912 I slot print_timing: id  0 | task 13 |       total time =     264.26 ms /    96 tokens
0.30.691.912 I slot print_timing: id  0 | task 13 |    graphs reused =          1
